dataset,scheme,iteration,n_samples,method,value,ratio_to_full
jwst_dinov3_vitl16,contiguous_region,2,125,participation_ratio,10.24172476513232,0.8714969738683914
jwst_dinov3_vitl16,contiguous_region,3,125,participation_ratio,9.914946276463235,0.8436904793050986
jwst_dinov3_vitl16,contiguous_region,4,125,participation_ratio,10.174565950044892,0.8657822426625168
jwst_dinov3_vitl16,contiguous_region,5,125,participation_ratio,12.264317274810061,1.043605021289665
jwst_dinov3_vitl16,contiguous_region,6,125,participation_ratio,10.849087618206426,0.9231791759029739
jwst_dinov3_vitl16,contiguous_region,7,125,participation_ratio,10.710517642437518,0.9113878695243105
jwst_dinov3_vitl16,contiguous_region,8,124,participation_ratio,10.85905089015886,0.924026978549061
jwst_dinov3_vitl16,contiguous_region,9,124,participation_ratio,9.504261644392892,0.8087441765805756
jwst_dinov3_vitl16,contiguous_region,10,124,participation_ratio,10.905121884467865,0.9279472881691845
jwst_dinov3_vitl16,contiguous_region,11,124,participation_ratio,10.74817455121544,0.9145922010990981
jwst_dinov3_vitl16,bootstrap_deduplicated,0,941,shannon_entropy,34.73591616640778,0.9613109113029085
jwst_dinov3_vitl16,bootstrap_deduplicated,1,950,shannon_entropy,35.19716074030174,0.9740757809421414
jwst_dinov3_vitl16,bootstrap_deduplicated,2,939,shannon_entropy,35.19487432893054,0.9740125048739838
jwst_dinov3_vitl16,bootstrap_deduplicated,3,945,shannon_entropy,34.35083747724284,0.9506539203132056
jwst_dinov3_vitl16,bootstrap_deduplicated,4,958,shannon_entropy,35.985423960698945,0.9958908391981669
jwst_dinov3_vitl16,bootstrap_deduplicated,5,934,shannon_entropy,34.68274022902528,0.9598392757606165
jwst_dinov3_vitl16,bootstrap_deduplicated,6,939,shannon_entropy,34.88417020979086,0.965413818186555
jwst_dinov3_vitl16,bootstrap_deduplicated,7,971,shannon_entropy,35.06087789982153,0.9703041751796978
jwst_dinov3_vitl16,bootstrap_deduplicated,8,961,shannon_entropy,34.56092444469667,0.956468043457918
jwst_dinov3_vitl16,bootstrap_deduplicated,9,916,shannon_entropy,34.95513275267867,0.9673776951847909
jwst_dinov3_vitl16,bootstrap_deduplicated,10,936,shannon_entropy,35.021953642144055,0.9692269525885199
jwst_dinov3_vitl16,bootstrap_deduplicated,11,945,shannon_entropy,35.934341998871744,0.9944771540936774
jwst_dinov3_vitl16,bootstrap_deduplicated,12,941,shannon_entropy,35.73280906032408,0.988899762327625
jwst_dinov3_vitl16,bootstrap_deduplicated,13,931,shannon_entropy,35.331154638307005,0.9777840405885371
jwst_dinov3_vitl16,bootstrap_deduplicated,14,931,shannon_entropy,33.67019859284746,0.9318173483025017
jwst_dinov3_vitl16,bootstrap_deduplicated,15,934,shannon_entropy,35.44002642451159,0.9807970498182381
jwst_dinov3_vitl16,bootstrap_deduplicated,16,942,shannon_entropy,34.920088892561104,0.9664078619740069
jwst_dinov3_vitl16,bootstrap_deduplicated,17,961,shannon_entropy,35.84761634828414,0.9920770356168735
jwst_dinov3_vitl16,bootstrap_deduplicated,18,959,shannon_entropy,34.9576942683992,0.9674485847217135
jwst_dinov3_vitl16,bootstrap_deduplicated,19,959,shannon_entropy,34.92499037349236,0.9665435096730107
jwst_dinov3_vitl16,bootstrap_deduplicated,20,932,shannon_entropy,35.59670260027173,0.9851330378652466
jwst_dinov3_vitl16,bootstrap_deduplicated,21,951,shannon_entropy,35.526860461175,0.9832001678623141
jwst_dinov3_vitl16,bootstrap_deduplicated,22,948,shannon_entropy,34.84967753219297,0.9644592388636417
jwst_dinov3_vitl16,bootstrap_deduplicated,23,945,shannon_entropy,34.98019009196196,0.9680711530324505
jwst_dinov3_vitl16,bootstrap_deduplicated,24,928,shannon_entropy,35.92332183733942,0.9941721728899403
jwst_dinov3_vitl16,bootstrap_deduplicated,25,961,shannon_entropy,35.387105058498584,0.9793324594977859
jwst_dinov3_vitl16,bootstrap_deduplicated,26,944,shannon_entropy,35.433757945528676,0.9806235706673015
jwst_dinov3_vitl16,bootstrap_deduplicated,27,928,shannon_entropy,35.12076399164178,0.9719615131703327
jwst_dinov3_vitl16,bootstrap_deduplicated,28,936,shannon_entropy,35.46272364319994,0.9814251917067898
jwst_dinov3_vitl16,bootstrap_deduplicated,29,930,shannon_entropy,34.57164647688914,0.9567647739799688
jwst_dinov3_vitl16,bootstrap_deduplicated,30,947,shannon_entropy,34.42973433539345,0.9528373782143692
jwst_dinov3_vitl16,bootstrap_deduplicated,31,934,shannon_entropy,34.95508090479841,0.9673762603030164
jwst_dinov3_vitl16,bootstrap_deduplicated,32,955,shannon_entropy,34.838061045073175,0.9641377544448698
jwst_dinov3_vitl16,bootstrap_deduplicated,33,943,shannon_entropy,34.91605544800353,0.9662962370424878
jwst_dinov3_vitl16,bootstrap_deduplicated,34,943,shannon_entropy,35.47922842937416,0.9818819590182373
jwst_dinov3_vitl16,bootstrap_deduplicated,35,942,shannon_entropy,34.59777089381863,0.957487763030421
jwst_dinov3_vitl16,bootstrap_deduplicated,36,948,shannon_entropy,34.929704193322515,0.9666739638811258
jwst_dinov3_vitl16,bootstrap_deduplicated,37,938,shannon_entropy,34.83657327770783,0.9640965807215416
jwst_dinov3_vitl16,bootstrap_deduplicated,38,932,shannon_entropy,34.52855686508766,0.9555722758811672
jwst_dinov3_vitl16,bootstrap_deduplicated,39,960,shannon_entropy,35.662937261654456,0.9869660715007676
jwst_dinov3_vitl16,bootstrap_deduplicated,40,938,shannon_entropy,34.86868879712186,0.9649853725728049
jwst_dinov3_vitl16,bootstrap_deduplicated,41,942,shannon_entropy,34.5626936558028,0.9565170060916537
jwst_dinov3_vitl16,bootstrap_deduplicated,42,939,shannon_entropy,35.47227435049122,0.9816895059999778
jwst_dinov3_vitl16,bootstrap_deduplicated,43,919,shannon_entropy,34.90839005188439,0.9660840984337494
jwst_dinov3_vitl16,bootstrap_deduplicated,44,959,shannon_entropy,34.94266441468529,0.9670326359296547
jwst_dinov3_vitl16,bootstrap_deduplicated,45,949,shannon_entropy,35.20840993792438,0.9743871006829607
jwst_dinov3_vitl16,bootstrap_deduplicated,46,950,shannon_entropy,35.30320595762933,0.977010565331306
jwst_dinov3_vitl16,bootstrap_deduplicated,47,951,shannon_entropy,34.76463332388703,0.9621056540324266
jwst_dinov3_vitl16,bootstrap_deduplicated,48,955,shannon_entropy,35.52544500914057,0.983160995454176
jwst_dinov3_vitl16,bootstrap_deduplicated,49,924,shannon_entropy,35.98126454346286,0.9957757279929651
jwst_dinov3_vitl16,bootstrap_deduplicated,50,945,shannon_entropy,35.438182143262225,0.9807460096303232
jwst_dinov3_vitl16,bootstrap_deduplicated,51,931,shannon_entropy,34.79028142450327,0.9628154611052693
jwst_dinov3_vitl16,bootstrap_deduplicated,52,939,shannon_entropy,35.258174278622555,0.9757643208339356
jwst_dinov3_vitl16,bootstrap_deduplicated,53,952,shannon_entropy,34.65670440201108,0.9591187384218677
jwst_dinov3_vitl16,bootstrap_deduplicated,54,965,shannon_entropy,35.081948584725446,0.970887303006519
jwst_dinov3_vitl16,bootstrap_deduplicated,55,940,shannon_entropy,34.365778024184735,0.9510673975546657
jwst_dinov3_vitl16,bootstrap_deduplicated,56,926,shannon_entropy,35.68917116872344,0.9876920906732779
jwst_dinov3_vitl16,bootstrap_deduplicated,57,951,shannon_entropy,34.94557141956084,0.9671130868235563
jwst_dinov3_vitl16,bootstrap_deduplicated,58,928,shannon_entropy,34.58937412768787,0.9572553838738591
jwst_dinov3_vitl16,bootstrap_deduplicated,59,960,shannon_entropy,35.07108684020568,0.9705867059682083
jwst_dinov3_vitl16,bootstrap_deduplicated,60,947,shannon_entropy,35.02942148677272,0.9694336239914291
jwst_dinov3_vitl16,bootstrap_deduplicated,61,954,shannon_entropy,35.373186950576404,0.9789472780922865
jwst_dinov3_vitl16,bootstrap_deduplicated,62,946,shannon_entropy,34.43284235861927,0.9529233922588887
jwst_dinov3_vitl16,bootstrap_deduplicated,63,922,shannon_entropy,34.56877751531883,0.9566853759284408
jwst_dinov3_vitl16,bootstrap_deduplicated,64,936,shannon_entropy,34.545262758100606,0.9560346087921366
jwst_dinov3_vitl16,bootstrap_deduplicated,65,965,shannon_entropy,34.28949345720075,0.9489562343927554
jwst_dinov3_vitl16,bootstrap_deduplicated,66,939,shannon_entropy,34.61995005267313,0.9581015676961225
jwst_dinov3_vitl16,bootstrap_deduplicated,67,949,shannon_entropy,34.24030111214108,0.9475948441293783
jwst_dinov3_vitl16,bootstrap_deduplicated,68,932,shannon_entropy,35.349838902321025,0.9783011245998036
jwst_dinov3_vitl16,bootstrap_deduplicated,69,963,shannon_entropy,35.557738557313876,0.984054714222812
jwst_dinov3_vitl16,bootstrap_deduplicated,70,950,shannon_entropy,35.30119317879337,0.9769548619996944
jwst_dinov3_vitl16,bootstrap_deduplicated,71,929,shannon_entropy,34.46179278284234,0.9537245906081465
jwst_dinov3_vitl16,bootstrap_deduplicated,72,959,shannon_entropy,35.065350459346426,0.9704279525475421
jwst_dinov3_vitl16,bootstrap_deduplicated,73,945,shannon_entropy,34.833056545349024,0.9639992557172878
jwst_dinov3_vitl16,bootstrap_deduplicated,74,965,shannon_entropy,34.975723726679135,0.9679475470892627
jwst_dinov3_vitl16,bootstrap_deduplicated,75,956,shannon_entropy,34.84356454298919,0.9642900628674159
jwst_dinov3_vitl16,bootstrap_deduplicated,76,951,shannon_entropy,35.4442442564601,0.9809137776412418
jwst_dinov3_vitl16,bootstrap_deduplicated,77,948,shannon_entropy,35.11398621588615,0.971773939312858
jwst_dinov3_vitl16,bootstrap_deduplicated,78,937,shannon_entropy,34.906320650447086,0.966026828080723
jwst_dinov3_vitl16,bootstrap_deduplicated,79,947,shannon_entropy,34.84861365350951,0.96442979619163
jwst_dinov3_vitl16,bootstrap_deduplicated,80,938,shannon_entropy,35.37469351312277,0.9789889719692364
jwst_dinov3_vitl16,bootstrap_deduplicated,81,947,shannon_entropy,35.24562331063924,0.9754169748070747
jwst_dinov3_vitl16,bootstrap_deduplicated,82,941,shannon_entropy,35.70236335391962,0.9880571822837098
jwst_dinov3_vitl16,bootstrap_deduplicated,83,958,shannon_entropy,35.018177358383575,0.9691224445408341
jwst_dinov3_vitl16,bootstrap_deduplicated,84,971,shannon_entropy,35.163945365689315,0.9731565507745832
jwst_dinov3_vitl16,bootstrap_deduplicated,85,946,shannon_entropy,35.58921220276395,0.9849257423150234
jwst_dinov3_vitl16,bootstrap_deduplicated,86,947,shannon_entropy,35.20572608869431,0.9743128255857733
jwst_dinov3_vitl16,bootstrap_deduplicated,87,934,shannon_entropy,35.662925060606746,0.9869657338387283
jwst_dinov3_vitl16,bootstrap_deduplicated,88,957,shannon_entropy,34.356435892674355,0.9508088555627767
jwst_dinov3_vitl16,bootstrap_deduplicated,89,943,shannon_entropy,35.37041074693782,0.978870447101649
jwst_dinov3_vitl16,bootstrap_deduplicated,90,903,shannon_entropy,34.63035007741486,0.9583893867135956
jwst_dinov3_vitl16,bootstrap_deduplicated,91,944,shannon_entropy,35.77615874937312,0.990099458022559
jwst_dinov3_vitl16,bootstrap_deduplicated,92,958,shannon_entropy,33.85770439658366,0.9370065413613721
jwst_dinov3_vitl16,bootstrap_deduplicated,93,933,shannon_entropy,35.37785776080143,0.9790765420164749
jwst_dinov3_vitl16,bootstrap_deduplicated,94,965,shannon_entropy,35.0695949351906,0.970545417736087
jwst_dinov3_vitl16,bootstrap_deduplicated,95,961,shannon_entropy,35.726375725308664,0.9887217208124176
jwst_dinov3_vitl16,bootstrap_deduplicated,96,945,shannon_entropy,35.44433722895977,0.9809163506402654
jwst_dinov3_vitl16,bootstrap_deduplicated,97,933,shannon_entropy,35.72240410429022,0.9886118068374328
jwst_dinov3_vitl16,bootstrap_deduplicated,98,937,shannon_entropy,35.01901684610578,0.9691456772289657
jwst_dinov3_vitl16,bootstrap_deduplicated,99,932,shannon_entropy,35.5363349452262,0.9834623726895527
jwst_dinov3_vitl16,sparse_10pct,0,150,shannon_entropy,25.617478978263154,0.708959623920695
jwst_dinov3_vitl16,sparse_10pct,1,150,shannon_entropy,27.463888194168472,0.7600587029683512
jwst_dinov3_vitl16,sparse_10pct,2,150,shannon_entropy,24.167851249186885,0.6688414089119907
jwst_dinov3_vitl16,sparse_10pct,3,150,shannon_entropy,27.107004965083615,0.7501820168162794
jwst_dinov3_vitl16,sparse_10pct,4,150,shannon_entropy,26.137631899777254,0.7233547726365696
jwst_dinov3_vitl16,sparse_10pct,5,150,shannon_entropy,24.571995581441296,0.6800260385177332
jwst_dinov3_vitl16,sparse_10pct,6,150,shannon_entropy,27.207565773682084,0.7529650210730849
jwst_dinov3_vitl16,sparse_10pct,7,150,shannon_entropy,26.193826596411604,0.7249099518572115
jwst_dinov3_vitl16,sparse_10pct,8,150,shannon_entropy,26.23898296268394,0.7261596470546673
jwst_dinov3_vitl16,sparse_10pct,9,150,shannon_entropy,27.36128209082458,0.7572190955073526
jwst_dinov3_vitl16,sparse_10pct,10,150,shannon_entropy,27.139216712280085,0.7510734717559951
jwst_dinov3_vitl16,sparse_10pct,11,150,shannon_entropy,25.21693888882145,0.6978747411569889
jwst_dinov3_vitl16,sparse_10pct,12,150,shannon_entropy,27.39464517771446,0.7581424135885092
jwst_dinov3_vitl16,sparse_10pct,13,150,shannon_entropy,25.120864704506356,0.6952159035079638
jwst_dinov3_vitl16,sparse_10pct,14,150,shannon_entropy,24.55131025353828,0.6794535753841344
jwst_dinov3_vitl16,sparse_10pct,15,150,shannon_entropy,24.316904532837775,0.6729664346419209
jwst_dinov3_vitl16,sparse_10pct,16,150,shannon_entropy,25.372129229137723,0.7021696089462865
jwst_dinov3_vitl16,sparse_10pct,17,150,shannon_entropy,26.669606280089805,0.7380770783295633
jwst_dinov3_vitl16,sparse_10pct,18,150,shannon_entropy,27.567999753859137,0.7629399736924034
jwst_dinov3_vitl16,sparse_10pct,19,150,shannon_entropy,26.929701471515212,0.7452751710557446
jwst_dinov3_vitl16,sparse_10pct,20,150,shannon_entropy,26.8262115883877,0.7424111051309151
jwst_dinov3_vitl16,sparse_10pct,21,150,shannon_entropy,27.046180587986747,0.748498711931033
jwst_dinov3_vitl16,sparse_10pct,22,150,shannon_entropy,26.916131842522056,0.7448996337487405
jwst_dinov3_vitl16,sparse_10pct,23,150,shannon_entropy,25.36813960607323,0.7020591967675631
jwst_dinov3_vitl16,sparse_10pct,24,150,shannon_entropy,26.184029171549906,0.7246388096948139
jwst_dinov3_vitl16,contiguous_region,0,125,shannon_entropy,23.090693654411446,0.6390312451584342
jwst_dinov3_vitl16,contiguous_region,1,125,shannon_entropy,23.819186448611706,0.6591921664514072
jwst_dinov3_vitl16,contiguous_region,2,125,shannon_entropy,23.64733720342009,0.6544362661403157
jwst_dinov3_vitl16,contiguous_region,3,125,shannon_entropy,21.126295281475443,0.5846668351050935
jwst_dinov3_vitl16,contiguous_region,4,125,shannon_entropy,22.457793129932274,0.6215158246053543
jwst_dinov3_vitl16,contiguous_region,5,125,shannon_entropy,25.338303353877347,0.7012334832711671
jwst_dinov3_vitl16,contiguous_region,6,125,shannon_entropy,24.178179615327977,0.6691272447891791
jwst_dinov3_vitl16,contiguous_region,7,125,shannon_entropy,24.118015045085667,0.6674621999528573
jwst_dinov3_vitl16,contiguous_region,8,124,shannon_entropy,24.738614708963688,0.6846371961607824
jwst_dinov3_vitl16,contiguous_region,9,124,shannon_entropy,21.836764685751625,0.6043289619712928
jwst_dinov3_vitl16,contiguous_region,10,124,shannon_entropy,24.035747784772585,0.6651854667121649
jwst_dinov3_vitl16,contiguous_region,11,124,shannon_entropy,24.69311286965159,0.6833779400523349
jwst_dinov3_vitl16,bootstrap_deduplicated,0,941,renyi_eff_dimensionality_alpha_2,11.629883879140904,0.9896193111552711
jwst_dinov3_vitl16,bootstrap_deduplicated,1,950,renyi_eff_dimensionality_alpha_2,11.719238434372595,0.9972227399010709
jwst_dinov3_vitl16,bootstrap_deduplicated,2,939,renyi_eff_dimensionality_alpha_2,11.646863936088707,0.9910641916402949
jwst_dinov3_vitl16,bootstrap_deduplicated,3,945,renyi_eff_dimensionality_alpha_2,11.461903232610084,0.9753253686331618
jwst_dinov3_vitl16,bootstrap_deduplicated,4,958,renyi_eff_dimensionality_alpha_2,11.929026964932394,1.0150742320791855
jwst_dinov3_vitl16,bootstrap_deduplicated,5,934,renyi_eff_dimensionality_alpha_2,11.525923171896043,0.9807730041276146
jwst_dinov3_vitl16,bootstrap_deduplicated,6,939,renyi_eff_dimensionality_alpha_2,11.57757118745185,0.985167878066859
jwst_dinov3_vitl16,bootstrap_deduplicated,7,971,renyi_eff_dimensionality_alpha_2,11.532802401642819,0.9813583770061429
jwst_dinov3_vitl16,bootstrap_deduplicated,8,961,renyi_eff_dimensionality_alpha_2,11.583071731686648,0.9856359347433649
jwst_dinov3_vitl16,bootstrap_deduplicated,9,916,renyi_eff_dimensionality_alpha_2,11.698786992446351,0.9954824695697838
jwst_dinov3_vitl16,bootstrap_deduplicated,10,936,renyi_eff_dimensionality_alpha_2,11.588824927694287,0.986125490265087
jwst_dinov3_vitl16,bootstrap_deduplicated,11,945,renyi_eff_dimensionality_alpha_2,11.849170117377765,1.0082789898145756
jwst_dinov3_vitl16,bootstrap_deduplicated,12,941,renyi_eff_dimensionality_alpha_2,12.025286899135603,1.0232652588141031
jwst_dinov3_vitl16,bootstrap_deduplicated,13,931,renyi_eff_dimensionality_alpha_2,12.010834253247369,1.0220354427972864
jwst_dinov3_vitl16,bootstrap_deduplicated,14,931,renyi_eff_dimensionality_alpha_2,11.102623157882432,0.944753223308349
jwst_dinov3_vitl16,bootstrap_deduplicated,15,934,renyi_eff_dimensionality_alpha_2,11.863060162936542,1.009460932597551
jwst_dinov3_vitl16,bootstrap_deduplicated,16,942,renyi_eff_dimensionality_alpha_2,11.604510129314978,0.9874601878927254
jwst_dinov3_vitl16,bootstrap_deduplicated,17,961,renyi_eff_dimensionality_alpha_2,11.925512854140893,1.0147752065741202
jwst_dinov3_vitl16,bootstrap_deduplicated,18,959,renyi_eff_dimensionality_alpha_2,11.708726370630409,0.9963282390283646
jwst_dinov3_vitl16,bootstrap_deduplicated,19,959,renyi_eff_dimensionality_alpha_2,11.60899101082051,0.9878414786188372
jwst_dinov3_vitl16,bootstrap_deduplicated,20,932,renyi_eff_dimensionality_alpha_2,11.839736526356168,1.00747625919873
jwst_dinov3_vitl16,bootstrap_deduplicated,21,951,renyi_eff_dimensionality_alpha_2,11.746421538348224,0.9995358261632367
jwst_dinov3_vitl16,bootstrap_deduplicated,22,948,renyi_eff_dimensionality_alpha_2,11.700688315598969,0.9956442584688073
jwst_dinov3_vitl16,bootstrap_deduplicated,23,945,renyi_eff_dimensionality_alpha_2,11.620108858155458,0.9887875273099057
jwst_dinov3_vitl16,bootstrap_deduplicated,24,928,renyi_eff_dimensionality_alpha_2,12.006832186701715,1.0216948957738368
jwst_dinov3_vitl16,bootstrap_deduplicated,25,961,renyi_eff_dimensionality_alpha_2,11.733659180681782,0.9984498414935845
jwst_dinov3_vitl16,bootstrap_deduplicated,26,944,renyi_eff_dimensionality_alpha_2,11.740245172940554,0.9990102619750039
jwst_dinov3_vitl16,bootstrap_deduplicated,27,928,renyi_eff_dimensionality_alpha_2,11.653367860096829,0.9916176287049819
