ok,d,lin_nmse,quad_nmse,quadN_nmse,lin_r2,quad_r2,lam,df,df_frac,n_tr,n_te,m_d,energy,test_sse_lin,dataset_id,sample_id,k,stage
1.0,38.0,0.10672119522241742,0.0909017108375868,0.0909017108375868,0.8932788047775826,0.9090982891624132,1440.6266201122285,197.7012441333676,0.2668032984255973,1024.0,1024.0,741.0,221.66328112179477,23.656170298240653,desi_vit_base_hsc,3510,2048,fine_closest
1.0,9.0,0.2123394846095533,0.1663440696702625,0.16634406967026252,0.7876605153904467,0.8336559303297375,66.01358160112316,40.18524910430598,0.8930055356512441,1024.0,1024.0,45.0,220.34308323904744,46.787536732259234,desi_vit_base_hsc,19026,2048,fine_closest
1.0,10.0,0.1991495051368781,0.15322021541929018,0.15322021541929018,0.8008504948631219,0.8467797845807098,71.93486497659718,48.42448796450252,0.8804452357182276,1024.0,1024.0,55.0,220.34308323904744,43.881215987390235,desi_vit_base_hsc,19026,2048,fine_closest
1.0,11.0,0.18816566334034132,0.14136781147740746,0.14136781147740746,0.8118343366596587,0.8586321885225925,12.3882912257414,64.29282156386259,0.9741336600585241,1024.0,1024.0,66.0,220.34308323904744,41.46100242013141,desi_vit_base_hsc,19026,2048,fine_closest
1.0,12.0,0.17885008881366,0.13502037320204613,0.13502037320204613,0.8211499111863401,0.8649796267979539,84.86364175886473,66.78273231318029,0.8561888758100037,1024.0,1024.0,78.0,220.34308323904744,39.40838000677931,desi_vit_base_hsc,19026,2048,fine_closest
1.0,13.0,0.170842270576476,0.12720745792768873,0.12720745792768873,0.829157729423524,0.8727925420723113,89.42341415469556,77.29131362712505,0.849355094803572,1024.0,1024.0,91.0,220.34308323904744,37.643912646380315,desi_vit_base_hsc,19026,2048,fine_closest
1.0,15.0,0.15576674964225992,0.11419081655712873,0.11419081655712873,0.8442332503577401,0.8858091834428713,100.41257326088301,99.3555619447221,0.8279630162060175,1024.0,1024.0,120.0,220.34308323904744,34.32212588230034,desi_vit_base_hsc,19026,2048,fine_closest
1.0,16.0,0.14909985601666054,0.10881292191673057,0.10881292191673057,0.8509001439833395,0.8911870780832695,105.66260106197994,111.21718533462821,0.8177734215781486,1024.0,1024.0,136.0,220.34308323904744,32.85312198520902,desi_vit_base_hsc,19026,2048,fine_closest
1.0,17.0,0.14341087098568353,0.10411417123296825,0.10411417123296825,0.8565891290143165,0.8958858287670317,110.82451530894846,123.69059328820363,0.808435250249697,1024.0,1024.0,153.0,220.34308323904744,31.599593482982762,desi_vit_base_hsc,19026,2048,fine_closest
1.0,18.0,0.1379834701330749,0.10076794773730625,0.10076794773730625,0.8620165298669251,0.8992320522626938,116.96177417855125,135.73345727122114,0.7937629080188371,1024.0,1024.0,171.0,220.34308323904744,30.40370324514474,desi_vit_base_hsc,19026,2048,fine_closest
1.0,19.0,0.1332558265563747,0.09720524262376623,0.09720524262376623,0.8667441734436253,0.9027947573762338,122.41298213332017,148.5004245049662,0.7815811816050852,1024.0,1024.0,190.0,220.34308323904744,29.36199968299934,desi_vit_base_hsc,19026,2048,fine_closest
1.0,32.0,0.09672658291423189,0.07659774020458149,0.07659774020458149,0.9032734170857681,0.9234022597954186,1260.6653270169497,153.09517533667366,0.28995298359218497,1024.0,1024.0,528.0,220.34308323904744,21.31303351049922,desi_vit_base_hsc,19026,2048,fine_closest
1.0,33.0,0.09496417918787459,0.07524339798603374,0.07524339798603374,0.9050358208121254,0.9247566020139663,1294.7827367909435,158.8294232895267,0.2831184015856091,1024.0,1024.0,561.0,220.34308323904744,20.924700039521667,desi_vit_base_hsc,19026,2048,fine_closest
1.0,34.0,0.09312286522001993,0.07400733684323907,0.07400733684323907,0.9068771347799801,0.925992663156761,1331.1116870894882,164.35805353895427,0.276232022754545,1024.0,1024.0,595.0,220.34308323904744,20.51897924263345,desi_vit_base_hsc,19026,2048,fine_closest
1.0,35.0,0.09122349300884403,0.07277679711244481,0.07277679711244481,0.908776506991156,0.9272232028875552,1367.4424962760593,169.16068688640192,0.26850902680381256,1024.0,1024.0,630.0,220.34308323904744,20.100465713404382,desi_vit_base_hsc,19026,2048,fine_closest
1.0,36.0,0.08954307789359112,0.07145812063982127,0.07145812063982127,0.9104569221064089,0.9285418793601787,1400.5676639199244,174.63483443930977,0.26221446612508975,1024.0,1024.0,666.0,220.34308323904744,19.730197865788057,desi_vit_base_hsc,19026,2048,fine_closest
1.0,37.0,0.08800096232691558,0.07026509698802616,0.07026509698802616,0.9119990376730844,0.9297349030119738,1433.1836807649465,179.99404105191252,0.25603704274809747,1024.0,1024.0,703.0,220.34308323904744,19.390403367115837,desi_vit_base_hsc,19026,2048,fine_closest
1.0,38.0,0.08644586249121743,0.06931327193679118,0.06931327193679117,0.9135541375087826,0.9306867280632088,1483.7331056890673,183.50126662042925,0.24764003592500575,1024.0,1024.0,741.0,220.34308323904744,19.04774787457357,desi_vit_base_hsc,19026,2048,fine_closest
1.0,9.0,0.2667968818505628,0.2133708304592831,0.2133708304592831,0.7332031181494372,0.7866291695407169,65.48549536630314,40.40934616145471,0.897985470254549,1024.0,1024.0,45.0,319.41193951859225,85.21810948940096,desi_vit_base_hsc,4484,2048,fine_closest
1.0,10.0,0.25079004525901755,0.20003439669892897,0.20003439669892897,0.7492099547409825,0.799965603301071,71.66295148316036,48.801233805007485,0.8872951600910451,1024.0,1024.0,55.0,319.41193951859225,80.10533476813832,desi_vit_base_hsc,4484,2048,fine_closest
1.0,11.0,0.2364257548690999,0.18684749529161146,0.18684749529161143,0.7635742451309001,0.8131525047083885,77.19369096078279,57.952051745808156,0.8780613900880023,1024.0,1024.0,66.0,319.41193951859225,75.51720891488645,desi_vit_base_hsc,4484,2048,fine_closest
